"","Provincia","Comunidad_Autonoma","Longitud","Anchura","Grado_urbanizacion","Grado_ocupacion","Aparcamiento","Aparcamiento_seguridad","Aparcamiento_num_plazas","Coordenada_X","Coordenada_Y","Distancia_Puerto_Deportivo","Distancia_Hospital"
"2788","a coruña","galicia",80,5,"urbana","medio","sí","no vigilado","Entre 50 y 100 plazas",-8.9015,42.6377,0.3,13
"2789","a coruña","galicia",2,35,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",-8.8852,42.6397,1,13
"2790","a coruña","galicia",350,9,"semiurbana","medio","sí","","",-8.8746,42.6338,2.5,15
"2791","a coruña","galicia",170,7,"urbana","bajo","sí","no vigilado","Menos de 50 plazas",-8.8831,42.6252,1.5,17
"2792","a coruña","galicia",160,7,"urbana","bajo","sí","no vigilado","Menos de 50 plazas",-8.8871,42.6204,0.2,19
"2793","a coruña","galicia",330,14,"urbana","bajo","no","","",-8.8848,42.6147,1,20
"2794","a coruña","galicia",85,7,"urbana","medio","sí","no vigilado","Menos de 50 plazas",-8.8813,42.613,2,20
"2795","a coruña","galicia",120,10,"semiurbana","bajo","no","","",-8.8792,42.6132,2,20
"2796","a coruña","galicia",950,18,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",-8.8729,42.6123,1.5,20
"2797","a coruña","galicia",550,19,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",-8.8658,42.6079,2,20
"2798","a coruña","galicia",125,6,"semiurbana","bajo","sí","","",-8.8572,42.6095,2.5,20
"2799","a coruña","galicia",940,15,"semiurbana","medio","sí","","",-8.8605,42.6121,2.5,20
"2800","a coruña","galicia",1,20,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",-8.8489,42.6307,6,21
"2801","a coruña","galicia",150,8,"aislada","bajo","no","","",-8.8418,42.6288,5,21
"2802","a coruña","galicia",120,15,"urbana","bajo","no","","",-9.1412,42.8026,NA,32
"2803","a coruña","galicia",150,20,"aislada","bajo","no","","",-9.1438,42.8018,NA,32
"2804","a coruña","galicia",150,20,"aislada","bajo","no","","",-9.1458,42.8017,NA,32
"2805","illes balears","illes balears",1,15,"aislada","medio","no","","",3.0826,39.8773,3.4,27.6
"2806","illes balears","illes balears",50,15,"aislada","bajo","no","","",3.1106,39.9115,4.7,33.2
"2807","illes balears","illes balears",15,30,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",4.1979,39.8343,12.1,9
"2808","illes balears","illes balears",50,35,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",4.1682,39.8524,12.6,10.4
"2809","illes balears","illes balears",10,5,"urbana","bajo","sí","","Menos de 50 plazas",3.4611,39.7201,1.3,30.3
"2810","illes balears","illes balears",450,22,"aislada","alto","sí","no vigilado","Más de 100 plazas",4.0751,40.0596,10.3,29.5
"2811","illes balears","illes balears",30,15,"aislada","medio","no","","",4.0908,40.0762,12.7,33.2
"2812","illes balears","illes balears",90,75,"aislada","alto","sí","vigilado","Más de 100 plazas",3.9723,39.934,2.4,38
"2813","illes balears","illes balears",140,40,"aislada","bajo","no","","",3.989,39.931,21.9,31.8
"2814","a coruña","galicia",160,8,"semiurbana","bajo","no","","",-8.8376,42.6341,6.5,22
"2815","a coruña","galicia",190,12,"semiurbana","bajo","no","","",-8.8493,42.6394,8,21
"2816","a coruña","galicia",260,6,"semiurbana","bajo","no","","",-8.8577,42.6416,8,21
"2817","a coruña","galicia",500,6,"semiurbana","bajo","no","","",-8.8594,42.643,8,20
"2818","a coruña","galicia",240,4,"semiurbana","bajo","no","","",-8.8601,42.6477,4.5,21
"2819","a coruña","galicia",160,7,"semiurbana","bajo","no","","",-8.8555,42.6522,5,22
"2820","a coruña","galicia",230,7,"semiurbana","bajo","no","","",-8.8518,42.6598,9,22
"2821","a coruña","galicia",215,9,"semiurbana","bajo","sí","no vigilado","Menos de 50 plazas",-8.852,42.6636,6,22
"2822","a coruña","galicia",225,8,"semiurbana","bajo","no","","",-8.8501,42.666,8,23
"2823","a coruña","galicia",235,4,"aislada","bajo","no","","",-8.8471,42.6658,9,23
"2824","a coruña","galicia",130,50,"urbana","alto","sí","no vigilado","Menos de 50 plazas",-9.1059,43.185,15,46
"2825","a coruña","galicia",240,40,"playa natural","bajo","sí","no vigilado","Menos de 50 plazas",-9.117,43.1943,16,48
"2826","a coruña","galicia",70,25,"semiurbana","bajo","sí","no vigilado","Menos de 50 plazas",-9.1339,43.1937,15,50
"2827","a coruña","galicia",1,25,"aislada","bajo","no","","",-9.1569,43.1832,15,50
"2828","a coruña","galicia",155,65,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-9.1806,43.1668,5,52
"2829","a coruña","galicia",270,20,"aislada","bajo","sí","no vigilado","Entre 50 y 100 plazas",-9.1849,43.1639,5,52
"2830","a coruña","galicia",110,135,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-9.1876,43.1609,5,53
"2831","a coruña","galicia",220,135,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-9.1907,43.1597,5,53
"2832","a coruña","galicia",385,30,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-9.1983,43.1313,3,50
"2833","a coruña","galicia",250,100,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",-9.1771,43.1375,1,48
"2834","a coruña","galicia",215,35,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",-9.1731,43.1375,1,49
"2835","a coruña","galicia",140,15,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-9.1659,43.131,5,47
"2836","a coruña","galicia",1,30,"aislada","alto","sí","no vigilado","Entre 50 y 100 plazas",-9.156,43.1299,5,46
"2837","a coruña","galicia",1,15,"aislada","bajo","no","","",-8.638,43.3072,NA,NA
"2838","a coruña","galicia",300,30,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",-8.6584,43.3019,NA,NA
"2839","a coruña","galicia",4,200,"aislada","alto","sí","no vigilado","Menos de 50 plazas",-8.68,43.2976,NA,NA
"2840","a coruña","galicia",800,30,"semiurbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-8.7124,43.2897,NA,NA
"2841","a coruña","galicia",250,20,"aislada","bajo","no","","",-8.7284,43.2951,NA,NA
"2842","a coruña","galicia",260,15,"aislada","alto","no","","",-7.8608,43.7111,5,50
"2843","a coruña","galicia",350,30,"aislada","bajo","no","","",-7.8563,43.709,5,50
"2844","a coruña","galicia",400,60,"aislada","alto","sí","no vigilado","Entre 50 y 100 plazas",-7.8521,43.712,5,50
"2845","a coruña","galicia",894,30,"urbana","medio","sí","no vigilado","Más de 100 plazas",-7.8698,43.7391,0,50
"2846","a coruña","galicia",40,10,"urbana","alto","no","","",-7.8671,43.7444,0.5,50
"2847","a coruña","galicia",250,160,"urbana","bajo","no","","",-9.1371,42.8913,1,12
"2848","a coruña","galicia",300,20,"semiurbana","bajo","no","","",-9.1427,42.8819,NA,14
"2849","a coruña","galicia",100,6,"aislada","bajo","no","","",-9.1458,42.8794,NA,15
"2850","a coruña","galicia",165,20,"aislada","bajo","no","","",-9.1445,42.8773,NA,15
"2851","a coruña","galicia",200,20,"aislada","bajo","no","","",-9.1492,42.8732,NA,15
"2852","a coruña","galicia",150,20,"aislada","bajo","no","","",-9.1474,42.8695,NA,15.5
"2853","a coruña","galicia",140,5,"aislada","bajo","no","","",-9.137,42.851,NA,16
"2854","a coruña","galicia",150,20,"aislada","bajo","no","","",-9.1343,42.8485,NA,19
"2855","a coruña","galicia",300,45,"semiurbana","bajo","no","","",-9.122,42.8478,NA,19
"2856","a coruña","galicia",5,90,"aislada","medio","sí","no vigilado","Entre 50 y 100 plazas",-9.1044,42.8275,NA,23
"2857","a coruña","galicia",150,20,"aislada","bajo","no","","",-9.1209,42.8076,NA,30
"2858","a coruña","galicia",400,40,"aislada","medio","sí","no vigilado","Menos de 50 plazas",-9.1279,42.805,NA,31
"2859","a coruña","galicia",200,20,"urbana","bajo","no","","",-9.1374,42.8035,NA,33
"2860","a coruña","galicia",100,10,"urbana","bajo","no","","",-9.1392,42.8035,NA,32
"2861","a coruña","galicia",100,20,"semiurbana","bajo","sí","no vigilado","Menos de 50 plazas",-9.1552,42.9143,5,4
"2862","a coruña","galicia",350,25,"aislada","bajo","no","","",-9.1479,42.9118,5,4
"2863","a coruña","galicia",350,50,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-9.1902,42.9372,0,1
"2864","a coruña","galicia",800,28,"urbana","alto","no","","",-9.1298,42.9092,300,9
"2865","a coruña","galicia",210,15,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-8.1962,43.4265,4,15
"2866","a coruña","galicia",75,15,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-8.1875,43.4245,4,15
"2867","a coruña","galicia",150,10,"semiurbana","bajo","no","","",-8.1855,43.4237,5,15
"2868","a coruña","galicia",1,55,"aislada","medio","sí","no vigilado","Entre 50 y 100 plazas",-8.2658,43.5556,12,13
"2869","a coruña","galicia",130,25,"aislada","medio","sí","no vigilado","Menos de 50 plazas",-8.2756,43.5561,12,13
"2870","a coruña","galicia",110,15,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-8.277,43.5563,12,13
"2871","a coruña","galicia",60,30,"aislada","bajo","sí","no vigilado","Entre 50 y 100 plazas",-8.2813,43.558,12,13
"2872","a coruña","galicia",1,30,"aislada","alto","sí","no vigilado","Entre 50 y 100 plazas",-8.2911,43.5562,12,13
"2873","a coruña","galicia",65,15,"semiurbana","bajo","no","","",-8.3035,43.5598,13,15
"2874","a coruña","galicia",200,5,"aislada","bajo","no","","",-8.3082,43.5647,15,16
"2875","a coruña","galicia",160,60,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",-8.2985,43.5404,10,13
"2876","a coruña","galicia",200,50,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",-8.297,43.5386,10,13
"2877","a coruña","galicia",300,100,"aislada","alto","sí","no vigilado","Más de 100 plazas",-8.2967,43.5343,10,14
"2878","a coruña","galicia",1,100,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",-8.3011,43.5258,11,15
"2879","a coruña","galicia",75,15,"aislada","bajo","no","","",-8.3279,43.5091,12,15
"2880","a coruña","galicia",1,50,"aislada","alto","sí","no vigilado","Más de 100 plazas",-8.3197,43.4928,10,13
"2881","a coruña","galicia",180,20,"aislada","bajo","no","","",-8.3252,43.484,9,12
"2882","a coruña","galicia",90,25,"aislada","medio","no","","",-8.3166,43.4706,10,13
"2883","a coruña","galicia",160,15,"aislada","bajo","no","","",-8.3013,43.4662,6,13
"2884","a coruña","galicia",45,15,"aislada","medio","no","","",-8.2835,43.4647,2,11
"2885","a coruña","galicia",220,20,"semiurbana","medio","no","","",-8.2785,43.4685,2,10
"2886","a coruña","galicia",260,25,"urbana","medio","sí","no vigilado","Menos de 50 plazas",-8.2598,43.4812,0,8
"2887","a coruña","galicia",100,20,"semiurbana","bajo","sí","no vigilado","Menos de 50 plazas",-8.2535,43.4902,1.5,6
"2888","a coruña","galicia",600,30,"urbana","alto","sí","no vigilado","Más de 100 plazas",-8.2022,43.4772,0.5,0.5
"2889","a coruña","galicia",1,50,"aislada","medio","sí","no vigilado","Menos de 50 plazas",-9.2652,42.9649,15,16
"2890","a coruña","galicia",370,50,"aislada","bajo","no","","",-9.2836,42.9421,5,17
"2891","a coruña","galicia",700,50,"aislada","bajo","no","","",-9.2736,42.9089,1.5,14
"2892","a coruña","galicia",1,26,"semiurbana","medio","sí","no vigilado","Entre 50 y 100 plazas",-9.2576,42.9237,1.2,13
"2893","a coruña","galicia",370,60,"urbana","bajo","sí","no vigilado","Menos de 50 plazas",-9.2316,42.9419,6,7
"2894","a coruña","galicia",85,30,"aislada","bajo","no","","",-9.2265,42.9412,5,6
"2895","a coruña","galicia",850,80,"urbana","alto","sí","no vigilado","Más de 100 plazas",-8.6095,43.3159,0.5,10
"2896","a coruña","galicia",1,50,"urbana","alto","sí","no vigilado","Más de 100 plazas",-8.9982,43.2164,0.5,50
"2897","a coruña","galicia",850,30,"aislada","bajo","sí","no vigilado","Más de 100 plazas",-9.0221,43.2131,1.5,50
"2898","barcelona","cataluña/catalunya",324,100,"aislada","bajo","no","","",2.0632,41.2746,NA,6
"2899","illes balears","illes balears",30,15,"aislada","medio","no","","",3.367,39.556,5,16.9
"2900","barcelona","cataluña/catalunya",845,100,"aislada","bajo","no","","",2.0705,41.2766,NA,6
"2901","barcelona","cataluña/catalunya",702,30,"semiurbana","medio","sí","no vigilado","Más de 100 plazas",2.2255,41.4077,NA,3.6
"2902","valencia/valència","comunitat valenciana",790,30,"urbana","medio","sí","no vigilado","",-0.2201,39.1006,11,16
"2903","valencia/valència","comunitat valenciana",690,30,"aislada","bajo","no","","",-0.3234,39.4964,2,5
"2904","valencia/valència","comunitat valenciana",1,150,"urbana","alto","sí","no vigilado","Más de 100 plazas",-0.3216,39.4668,1,0
"2905","valencia/valència","comunitat valenciana",2,40,"aislada","bajo","sí","no vigilado","Más de 100 plazas",-0.3306,39.4043,2,12
"2906","valencia/valència","comunitat valenciana",2,40,"semiurbana / aislada","medio","sí","no vigilado","Más de 100 plazas",-0.3147,39.3571,8,12
"2907","valencia/valència","comunitat valenciana",950,70,"aislada","bajo","no","","",-0.2916,39.5537,1.5,10
"2908","valencia/valència","comunitat valenciana",850,20,"urbana","alto","sí","no vigilado","Menos de 50 plazas",-0.2677,39.266,4,25
"2909","valencia/valència","comunitat valenciana",500,80,"aislada","medio","sí","no vigilado","Más de 100 plazas",-0.2401,39.1564,1,18
"2910","alicante/alacant","comunitat valenciana",100,7,"aislada","bajo","no","","",-0.1065,38.5287,3.5,3.5
"2911","málaga","andalucía",880,25,"semiurbana","bajo","sí","no vigilado","Menos de 50 plazas",-5.096,36.4413,6.5,1.3
"2912","málaga","andalucía",1,10,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",-5.1044,36.4369,6,2.5
"2913","málaga","andalucía",100,10,"semiurbana","bajo","no","","",-3.9579,36.7266,15,17
"2914","málaga","andalucía",230,25,"semiurbana","bajo","sí","no vigilado","Más de 100 plazas",-3.9555,36.7263,15,17
"2915","málaga","andalucía",50,15,"urbana","medio","sí","no vigilado","Menos de 50 plazas",-3.9537,36.7273,17,17
"2916","málaga","andalucía",65,15,"semiurbana","alto","sí","","",-4.5538,36.5801,4,3.3
"2917","murcia","murcia, región de",1,10,"aislada","medio","sí","","Entre 50 y 100 plazas",-0.8475,37.5828,19,20
"2918","santa cruz de tenerife","canarias",100,3,"aislada","bajo","sí","","Menos de 50 plazas",-17.9717,28.8148,NA,80
"2919","santa cruz de tenerife","canarias",50,8,"aislada","bajo","no","","",-17.9796,28.7219,NA,45
"2920","santa cruz de tenerife","canarias",300,10,"semiurbana","medio","sí","","Entre 50 y 100 plazas",-16.6087,28.3936,NA,4.5
"2921","santa cruz de tenerife","canarias",300,15,"semiurbana","bajo","no","","",-16.645,28.3978,8,0.4
"2922","santa cruz de tenerife","canarias",260,40,"urbana","alto","sí","","Más de 100 plazas",-16.5635,28.4108,1.3,1
"2923","gipuzkoa","país vasco/euskadi",205,15,"aislada","bajo","no","","",-1.8045,43.3883,5,9
"2924","gipuzkoa","país vasco/euskadi",48,30,"aislada","bajo","no","","",-1.8452,43.3759,11.2,18.4
"2925","gipuzkoa","país vasco/euskadi",38,5,"aislada","bajo","no","","",-1.8615,43.3698,13,15
"2926","gipuzkoa","país vasco/euskadi",40,10,"aislada","bajo","no","","",-1.8834,43.3493,4,18
"2927","gipuzkoa","país vasco/euskadi",48,20,"aislada","bajo","no","","",-1.8149,43.3862,9,12
"2928","gipuzkoa","país vasco/euskadi",105,5,"aislada","bajo","no","","",-1.8223,43.3828,9,15
"2929","cádiz","andalucía",900,15,"urbana","bajo","sí","no vigilado","",-6.2022,36.4845,0.15,12
"2930","cádiz","andalucía",630,15,"aislada","medio","no","","",-6.2154,36.5311,10,7
"2931","cádiz","andalucía",213,22,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",-6.22,36.5262,9.5,8
"2932","almería","andalucía",334,5,"urbana","medio","sí","no vigilado","Más de 100 plazas",-1.8406,37.1141,10,35
"2933","almería","andalucía",780,30,"urbana","alto","sí","no vigilado","Más de 100 plazas",-1.8318,37.1252,10,37
"2934","almería","andalucía",583,20,"urbana","alto","sí","no vigilado","Más de 100 plazas",-1.828,37.1392,10,34
"2935","almería","andalucía",335,15,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-1.8574,37.0575,19,45
"2936","almería","andalucía",596,20,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-1.8242,37.1499,5,34
"2937","almería","andalucía",420,20,"aislada","bajo","no","","",-1.8631,37.0462,7,55
"2938","almería","andalucía",1,20,"urbana","alto","sí","no vigilado","Más de 100 plazas",-1.8241,37.1576,2,30
"2939","almería","andalucía",550,35,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-1.9344,36.9389,30,46
"2940","almería","andalucía",450,22,"aislada","bajo","sí","no vigilado","Entre 50 y 100 plazas",-2.1946,36.725,NA,23
"2941","a coruña","galicia",150,7,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",-8.9297,42.7811,8,26
"2942","a coruña","galicia",400,10,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",-8.9326,42.7773,6,25
"2943","a coruña","galicia",80,40,"aislada","medio","no","","",-8.3434,43.3913,2,14
"2944","a coruña","galicia",310,40,"semiurbana","alto","no","","",-8.343,43.3825,0.2,12.5
"2945","a coruña","galicia",520,48,"urbana","alto","sí","no vigilado","Más de 100 plazas",-8.3388,43.3808,0,12
"2946","a coruña","galicia",100,34,"urbana","bajo","sí","no vigilado","Entre 50 y 100 plazas",-8.338,43.3767,0,12
"2947","a coruña","galicia",60,27,"aislada","bajo","sí","","",-8.3388,43.3715,1,11.5
"2948","a coruña","galicia",95,26,"aislada","bajo","no","","",-8.3391,43.3687,1.5,12
"2949","a coruña","galicia",120,25,"aislada","bajo","no","","",-8.3464,43.363,3,11
"2950","a coruña","galicia",180,18,"semiurbana","medio","sí","no vigilado","Entre 50 y 100 plazas",-8.3467,43.3532,0.2,7.5
"2951","a coruña","galicia",32,17,"aislada","bajo","sí","no vigilado","Entre 50 y 100 plazas",-8.3487,43.351,300,7.5
"2952","a coruña","galicia",280,22,"urbana","medio","sí","no vigilado","Entre 50 y 100 plazas",-8.3481,43.3476,0,7
"2953","cádiz","andalucía",355,40,"semiurbana","bajo","sí","no vigilado","Menos de 50 plazas",-6.2328,36.5249,9,8.5
"2954","lugo","galicia",75,12,"aislada","bajo","no","","",-7.2887,43.5915,3.5,12
"2955","lugo","galicia",109,45,"urbana","bajo","sí","no vigilado","Más de 100 plazas",-7.3558,43.6623,12,2
"2956","lugo","galicia",30,20,"aislada","bajo","no","","",-7.4339,43.6923,21,8
"2957","lugo","galicia",30,15,"urbana","bajo","sí","no vigilado","Menos de 50 plazas",-7.4391,43.6941,20,8
"2958","lugo","galicia",200,20,"semiurbana","medio","no","","",-7.4444,43.6959,20,8
"2959","lugo","galicia",30,20,"aislada","bajo","no","","",-7.4485,43.6982,19,9
"2960","lugo","galicia",280,70,"aislada","bajo","no","","",-7.4563,43.6988,19,13
"2961","lugo","galicia",300,20,"semiurbana","bajo","no","","",-7.4707,43.7034,18,15
"2962","lugo","galicia",160,20,"aislada","bajo","no","","",-7.473,43.7057,18,15
"2963","lugo","galicia",70,30,"aislada","bajo","no","","",-7.5338,43.7287,10,25
"2964","lugo","galicia",100,40,"urbana","medio","no","","",-7.5941,43.6795,0.2,25
"2965","lugo","galicia",220,20,"aislada","nulo","no","","",-7.6138,43.7153,7,35
"2966","lugo","galicia",130,30,"aislada","bajo","no","","",-7.6354,43.7396,4,39
"2967","lugo","galicia",500,30,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-7.6979,43.7336,2,42
"2968","girona","cataluña/catalunya",50,20,"aislada","bajo","no","","",2.8029,41.6757,1,4
"2969","girona","cataluña/catalunya",40,10,"aislada","bajo","no","","",2.8142,41.6826,4,7
"2970","girona","cataluña/catalunya",40,17,"aislada","bajo","sí","","Más de 100 plazas",2.886,41.7028,0,8
"2971","girona","cataluña/catalunya",50,25,"aislada","bajo","sí","","",2.9071,41.7101,6,15
"2972","girona","cataluña/catalunya",50,40,"aislada","medio","sí","","Más de 100 plazas",2.9827,41.7599,5,23
"2973","girona","cataluña/catalunya",50,6,"semiurbana","medio","no","","",3.0791,41.824,2.5,7
"2974","girona","cataluña/catalunya",10,6,"urbana","bajo","sí","no vigilado","",3.1817,41.886,1.5,12
"2975","girona","cataluña/catalunya",25,18,"urbana","alto","sí","no vigilado","",3.1835,41.888,1,12
"2976","girona","cataluña/catalunya",74,10,"aislada","bajo","no","","",3.2055,41.9005,1,12
"2977","girona","cataluña/catalunya",27,20,"aislada","bajo","no","","",3.2066,41.9079,1,18
"2978","girona","cataluña/catalunya",100,15,"urbana","medio","sí","","Más de 100 plazas",3.1364,42.1244,0.8,23
"2979","girona","cataluña/catalunya",50,10,"urbana","alto","no","","",3.1316,42.1268,2,25
"2980","girona","cataluña/catalunya",13,10,"aislada","bajo","no","","",3.124,42.13,1.5,22
"2981","girona","cataluña/catalunya",3,125,"aislada","alto","","","",3.1156,42.2213,2,13
"2982","santa cruz de tenerife","canarias",250,25,"semiurbana","medio","no","","",-16.4806,28.0983,20,27
"2983","santa cruz de tenerife","canarias",240,80,"urbana","alto","sí","","Entre 50 y 100 plazas",-16.5332,28.0457,13,21
"2984","girona","cataluña/catalunya",400,70,"urbana","alto","sí","vigilado","Más de 100 plazas",3.1796,42.259,0,18
"2985","girona","cataluña/catalunya",120,12,"semiurbana","bajo","","","",3.1985,42.2436,2,20
"2986","granada","andalucía",225,15,"urbana","alto","sí","","Más de 100 plazas",-3.7073,36.7329,9,26
"2987","lugo","galicia",45,15,"aislada","bajo","no","","",-7.1248,43.5538,5,35
"2988","lugo","galicia",52,17,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-7.2521,43.556,4,15
"2989","lugo","galicia",75,30,"urbana","medio","sí","no vigilado","Más de 100 plazas",-7.2502,43.5701,0.03,13
"2990","girona","cataluña/catalunya",20,10,"aislada","bajo","","","",3.2203,42.2366,5,24
"2991","girona","cataluña/catalunya",50,15,"aislada","medio","","","",3.2266,42.2492,6,24
"2992","pontevedra","galicia",75,70,"semiurbana","alto","no","","",-8.8712,42.4375,8,24
"2993","pontevedra","galicia",100,20,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",-8.6331,42.4446,1.5,1.5
"2994","a coruña","galicia",150,15,"semiurbana","bajo","no","","",-9.0111,42.7955,NA,51
"2995","a coruña","galicia",65,8,"aislada","bajo","no","","",-9.0124,42.7926,NA,53
"2996","a coruña","galicia",100,7,"aislada","bajo","no","","",-9.0132,42.7912,NA,53
"2997","a coruña","galicia",50,18,"aislada","bajo","no","","",-9.0145,42.7906,NA,55
"2998","a coruña","galicia",60,10,"aislada","bajo","no","","",-9.0088,42.7845,NA,54
"2999","a coruña","galicia",100,10,"aislada","bajo","no","","",-9.0021,42.782,NA,55
"3000","lugo","galicia",1,200,"semiurbana","medio","sí","no vigilado","Más de 100 plazas",-7.2124,43.5631,12,24
"3001","lugo","galicia",800,150,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",-7.2255,43.565,11,23
"3002","lugo","galicia",52,6,"aislada","medio","sí","no vigilado","Menos de 50 plazas",-7.147,43.5538,7,28
"3003","lugo","galicia",880,50,"aislada","alto","sí","no vigilado","Más de 100 plazas",-7.1579,43.5537,8,27
"3004","pontevedra","galicia",50,10,"aislada","bajo","no","","",-8.9415,42.3578,15,27
"3005","pontevedra","galicia",100,6,"semiurbana","bajo","no","","",-8.9313,42.3772,15,27
"3006","pontevedra","galicia",20,10,"semiurbana","bajo","no","","",-8.6195,42.3146,2.5,13
"3007","illes balears","illes balears",70,7,"urbana","medio","no","","",3.4118,39.6365,4,21
"3008","illes balears","illes balears",1,15,"aislada","medio","no","","",4.0246,39.9206,30,28.9
"3009","illes balears","illes balears",39,28,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",3.8824,40.0532,10.7,51.2
"3010","illes balears","illes balears",300,26,"aislada","medio","sí","no vigilado","Más de 100 plazas",3.922,40.0459,18.8,45.2
"3011","a coruña","galicia",100,30,"semiurbana","bajo","no","","",-9.1946,43.0932,5,23
"3012","a coruña","galicia",300,35,"semiurbana","bajo","no","","",-9.1966,43.0966,5,24
"3013","a coruña","galicia",250,15,"semiurbana","bajo","no","","",-9.2085,43.1001,1,25
"3014","a coruña","galicia",250,25,"urbana","medio","sí","no vigilado","Menos de 50 plazas",-9.2189,43.1037,300,25
"3015","a coruña","galicia",70,100,"urbana","medio","sí","no vigilado","Menos de 50 plazas",-9.2125,43.1001,200,25
"3016","a coruña","galicia",300,60,"aislada","bajo","no","","",-9.2227,43.0872,1.2,23
"3017","a coruña","galicia",50,15,"aislada","bajo","no","","",-9.2434,43.084,3,28
"3018","a coruña","galicia",115,24,"aislada","bajo","no","","",-9.2624,43.0484,20,18
"3019","a coruña","galicia",1,100,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-9.2636,43.0102,19,18
"3020","a coruña","galicia",750,40,"aislada","alto","sí","no vigilado","Entre 50 y 100 plazas",-9.03,42.5444,5,6
"3021","a coruña","galicia",125,50,"aislada","bajo","sí","no vigilado","Entre 50 y 100 plazas",-9.0417,42.5229,5,6
"3022","a coruña","galicia",220,10,"aislada","bajo","sí","no vigilado","Entre 50 y 100 plazas",-9.0383,42.5197,5,6
"3023","a coruña","galicia",10,15,"aislada","bajo","no","","",-9.0306,42.5206,5,6
"3024","a coruña","galicia",200,20,"aislada","bajo","no","","",-9.0279,42.5202,6,6
"3025","a coruña","galicia",125,20,"aislada","bajo","no","","",-9.019,42.5214,5,6
"3026","a coruña","galicia",400,15,"urbana","bajo","sí","no vigilado","Entre 50 y 100 plazas",-9.0148,42.5233,4,6
"3027","a coruña","galicia",1,15,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-9.0079,42.5275,4,6
"3028","a coruña","galicia",480,20,"urbana","medio","sí","no vigilado","Menos de 50 plazas",-8.9973,42.5311,2,6
"3029","a coruña","galicia",330,18,"urbana","medio","sí","no vigilado","Menos de 50 plazas",-8.991,42.5349,2,6
"3030","a coruña","galicia",150,15,"urbana","medio","sí","no vigilado","Menos de 50 plazas",-8.9879,42.5382,1.5,6
"3031","a coruña","galicia",80,15,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",-8.9841,42.5437,1,5
"3032","illes balears","illes balears",37,45,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",3.8355,39.9941,1,47.5
"3033","illes balears","illes balears",23,56,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",3.8343,39.9815,2.4,48.4
"3034","illes balears","illes balears",500,35,"aislada","medio","sí","no vigilado","Más de 100 plazas",3.8943,39.9271,13.9,58.6
"3035","illes balears","illes balears",100,50,"aislada","medio","sí","no vigilado","Más de 100 plazas",3.9151,39.9321,12.1,56.5
"3036","illes balears","illes balears",105,75,"aislada","alto","sí","no vigilado","Más de 100 plazas",3.937,39.9381,14.8,41.5
"3037","illes balears","illes balears",48,30,"aislada","alto","no","","",3.9351,39.9361,14.8,41.5
"3038","illes balears","illes balears",125,32,"urbana","medio","no","","",1.4165,38.8966,5.3,3
"3039","illes balears","illes balears",745,18,"urbana","alto","sí","no vigilado","Más de 100 plazas",1.4103,38.8916,6.3,3.8
"3040","illes balears","illes balears",56,26,"aislada","medio","no","","",1.2989,39.0095,4.7,18
"3041","illes balears","illes balears",17,30,"semiurbana","medio","no","","",1.289,38.9929,4.3,18.1
